match_id,date,competition,club,opponent,player_id,player,role,position,minutes,started,result,goals,assists,xg,xa,shots,passes,completed_passes,progressive_passes,final_third_entries,pressures,recoveries,interceptions,tackles,carries,progressive_carries,risk_passes,reward_passes
3895095,2023-09-30,Bundesliga,Bayer Leverkusen,FSV Mainz 05,28268,Exequiel Alejandro Palacios,MID,Right Defensive Midfield,94.25,1,W,0,0.0,0,0,0,96.0,91.0,7.0,7.0,19.0,7.0,0,1.0,72.0,0.0,3.0,7.0
3895095,2023-09-30,Bundesliga,Bayer Leverkusen,FSV Mainz 05,30606,Edmond Fayçal Tapsoba,DEF,Left Center Back,94.25,1,W,0,0.0,0,0.4886,0,85.0,76.0,12.0,4.0,8.0,3.0,1.0,0,69.0,1.0,3.0,12.0
3895095,2023-09-30,Bundesliga,Bayer Leverkusen,FSV Mainz 05,32289,Victor Okoh Boniface,FWD,Center Forward,78.12,1,W,0.0,0.0,0.4886,0,1.0,13.0,8.0,3.0,0.0,13.0,0,0,0,18.0,3.0,0.0,3.0
3895095,2023-09-30,Bundesliga,Bayer Leverkusen,FSV Mainz 05,32712,Jeremie Frimpong,DEF,Right Wing Back,85.62,1,W,0,0.0,0,0,0,28.0,20.0,1.0,0.0,10.0,2.0,0,2.0,22.0,4.0,1.0,1.0
3895095,2023-09-30,Bundesliga,Bayer Leverkusen,FSV Mainz 05,33401,Amine Adli,MID,Right Attacking Midfield,31.42,0,W,0.0,1.0,0.0402,0.1242,1.0,12.0,9.0,0.0,0.0,12.0,1.0,0,0,8.0,3.0,0.0,1.0
3895095,2023-09-30,Bundesliga,Bayer Leverkusen,FSV Mainz 05,40724,Florian Wirtz,MID,Right Attacking Midfield,62.83,1,W,0,0.0,0,0,0,26.0,21.0,1.0,2.0,31.0,4.0,0,0,25.0,2.0,1.0,1.0
3895095,2023-09-30,Bundesliga,Bayer Leverkusen,FSV Mainz 05,49337,Josip Stanišić,DEF,Right Wing Back,8.63,0,W,0,0.0,0,0,0,4.0,3.0,0.0,0.0,2.0,0,0,0,1.0,0.0,0.0,0.0
3895107,2023-10-08,Bundesliga,Bayer Leverkusen,FC Köln,3500,Granit Xhaka,MID,Left Defensive Midfield,93.1,1,W,0.0,0.0,0.0414,0.1261,1.0,110.0,102.0,15.0,9.0,11.0,6.0,1.0,1.0,98.0,4.0,8.0,17.0
3895107,2023-10-08,Bundesliga,Bayer Leverkusen,FC Köln,8221,Jonathan Tah,DEF,Center Back,93.1,1,W,0.0,0.0,0.1106,0,1.0,86.0,84.0,9.0,3.0,6.0,4.0,1.0,0,79.0,1.0,2.0,9.0
3895107,2023-10-08,Bundesliga,Bayer Leverkusen,FC Köln,8667,Lukáš Hrádecký,GK,Goalkeeper,93.1,1,W,0,0.0,0,0,0,29.0,29.0,1.0,1.0,0,2.0,0,0,14.0,0.0,0.0,1.0
3895107,2023-10-08,Bundesliga,Bayer Leverkusen,FC Köln,8804,Jonas Hofmann,MID,Right Attacking Midfield,87.58,1,W,1.0,1.0,0.2708,0.9083,3.0,55.0,47.0,5.0,4.0,31.0,2.0,0,0,40.0,0.0,5.0,10.0
3895107,2023-10-08,Bundesliga,Bayer Leverkusen,FC Köln,10336,Alejandro Grimaldo García,DEF,Left Wing Back,93.1,1,W,0.0,1.0,0.1161,0.4788,2.0,89.0,80.0,6.0,4.0,17.0,5.0,3.0,0,72.0,3.0,6.0,7.0
